"","INVENTORY_ID","province","notebook","class","subclass","IFN3_ID","X","Y","Forest_type","Deadwood","species_1","species_2","species_3","N","N_dead","N_alive","N_sp_1","N_sp_2","N_sp_3","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","DBHm","Dg","Do","G","G_dead","G_alive","G_sp_1","G_sp_2","G_sp_3","Hm","Ho","Fcc","slenderness","dominant_slenderness","SDI","S","S_staggered"
"296","IFN3",34,148,"A",NA,"34_148_A_1",395000,4753000,"natural",0,42,NA,NA,550.888309688747,NA,550.888309688747,550.888309688747,NA,NA,0,0,127.323954473516,190.985931710274,127.323954473516,42.4413181578388,42.4413181578388,0,20.3718327157626,22.792552645095,24.0580854997803,35.4088709677419,25.0423779444444,NA,25.0423779444444,25.0423779444444,NA,NA,15.3157421674371,16.4005376344086,"80",67.1962566278553,46.3175955238724,517.957171002485,25.9782646438886,48.3509986172861
"297","IFN3",34,149,"A",NA,"34_149_A_1",397000,4753000,"natural",1,71,74,65,323.119902241679,259.457925004921,63.6619772367581,222.533978207601,63.6619772367581,31.8309886183791,0,0,31.8309886183791,95.4929658551372,42.4413181578388,14.1471060526129,28.2942121052258,14.1471060526129,96.7662053998724,31.5903021015762,34.2521652485198,47.8711734693878,29.7734835833333,28.2638585833333,1.509625,26.0521895833333,1.509625,1.134225,13.0111646234676,19.2984693877551,"90",41.1872117640129,40.3133409714636,535.604582355973,28.8267233551194,53.6525776525322
"298","IFN3",34,15,"A",NA,"34_15_A_1",382000,4765000,"natural",1,71,42,NA,679.06109052542,647.230101907041,31.8309886183791,650.766878420194,28.2942121052258,NA,0,381.971863420549,222.816920328653,31.8309886183791,0,42.4413181578388,0,0,0,12.6966145833333,13.7409226665885,21.8883333333333,10.0700243055556,9.52242430555556,0.5476,8.28932986111111,1.78069444444444,NA,5.703125,7.85,"70",44.918469900523,35.8638544125485,259.854740977261,48.8850338190998,90.9853000188494
"299","IFN3",34,151,"A",NA,"34_151_A_1",377000,4752000,"natural",0,43,NA,NA,2353.51256291269,NA,2353.51256291269,2353.51256291269,NA,NA,0,1114.08460164327,986.760647169751,190.985931710274,42.4413181578388,14.1471060526129,0,0,5.09295817894065,13.4424951911517,13.9652162359453,23.1623589164786,36.0497063611111,NA,36.0497063611111,36.0497063611111,NA,NA,10.4360423178649,12.4734762979684,"85",77.6347111861659,53.8523573654422,924.324168440575,16.5254857282066,30.7573946353828
"300","IFN3",34,152,"A",NA,"34_152_A_1",378000,4752000,"natural",0,43,215,NA,979.687094143445,NA,979.687094143445,852.363139669928,127.323954473516,NA,0,509.295817894065,254.647908947033,159.154943091895,14.1471060526129,42.4413181578388,0,0,0,13.7249097472924,14.9728478682313,25.2058823529412,17.2498805555556,NA,17.2498805555556,16.6257805555556,0.6241,NA,9.55595667870036,12.3382352941176,"85",69.6249145141775,48.9498249708285,430.286037955818,25.8942453352563,48.1946210635428
"302","IFN3",34,154,"A",NA,"34_154_A_1",381000,4752000,"natural",0,43,NA,NA,1082.25361302489,NA,1082.25361302489,1082.25361302489,NA,NA,0,1050.42262440651,31.8309886183791,0,0,0,0,0,0,10.0544117647059,10.2166422767837,12.5416666666667,8.87228125,NA,8.87228125,8.87228125,NA,NA,5.83823529411765,7.08333333333333,"",58.0664033933012,56.4784053156146,257.38010347279,42.913881552097,79.8717333906269
"303","IFN3",34,155,"A",NA,"34_155_A_1",390000,4752000,"natural",0,43,NA,NA,629.121806159696,NA,629.121806159696,629.121806159696,NA,NA,0,0,286.478897565412,190.985931710274,56.5884242104517,56.5884242104517,14.1471060526129,14.1471060526129,10.1859163578813,19.6569485046099,21.1662514028439,33.9419689119171,22.1366816944444,NA,22.1366816944444,22.1366816944444,NA,NA,12.0441870924219,15.9300518134715,"90",61.271906418218,46.9331989985956,481.614512159694,25.027383145713,46.581208732021
"305","IFN3",34,157,"A",NA,"34_157_A_4",396000,4752000,"natural",0,43,NA,NA,954.929658551372,NA,954.929658551372,954.929658551372,NA,NA,0,509.295817894065,286.478897565412,159.154943091895,0,0,0,0,0,13.22,13.8311966221293,19.75,14.34765,NA,14.34765,14.34765,NA,NA,6.51666666666667,8.75,"80",49.2939989914271,44.3037974683544,369.281520430566,36.9833507153467,68.8337717631574
"306","IFN3",34,159,"A",NA,"34_159_A_1",377000,4751000,"natural",0,43,NA,NA,1616.30686651103,NA,1616.30686651103,1616.30686651103,NA,NA,0,1273.23954473516,190.985931710274,95.4929658551372,14.1471060526129,28.2942121052258,14.1471060526129,0,0,11.550875273523,12.3846421004499,24.5852941176471,19.4706576388889,NA,19.4706576388889,19.4706576388889,NA,NA,7.64989059080963,11.2352941176471,"85",66.2278001420791,45.6992463213303,523.489600155862,22.138777991118,41.2049087462341
"308","IFN3",34,160,"A",NA,"34_160_A_1",378000,4751000,"natural",0,42,43,NA,788.70116243317,NA,788.70116243317,756.870173814791,31.8309886183791,NA,0,127.323954473516,159.154943091895,318.309886183791,56.5884242104517,70.7355302630646,42.4413181578388,14.1471060526129,0,20.0686098654709,21.130927538911,33.275,27.6591916666667,NA,27.6591916666667,27.1335666666667,0.525625,NA,13.0448430493274,16.5,"85",65.0012289678904,49.5867768595041,602.161600042105,21.5804161550711,40.1656802707092
"309","IFN3",34,162,"A",NA,"34_162_A_1",397000,4751000,"natural",1,43,42,278,877.120575262001,845.289586643622,31.8309886183791,707.355302630646,137.934284012976,31.8309886183791,0,127.323954473516,350.14087480217,159.154943091895,141.471060526129,70.7355302630646,14.1471060526129,14.1471060526129,0,19.2782258064516,20.2707659355265,31.81875,28.3067166666667,27.5056916666667,0.801025,21.6444347222222,5.96505694444444,0.697225,9.20362903225806,12.9375,"90",47.7410583559925,40.6599882144962,626.458332056424,26.0987668599394,48.5752785128649
"310","IFN3",34,163,"A",NA,"34_163_A_4C",377000,4750000,"natural",0,43,NA,NA,1018.59163578813,NA,1018.59163578813,1018.59163578813,NA,NA,0,1018.59163578813,0,0,0,0,0,0,0,8.24375,8.26220687831042,9.55,5.461125,NA,5.461125,5.461125,NA,NA,5.75,5.5,"85",69.7498104624716,57.5916230366492,172.284249841436,56.9688244234318,106.03092965156
"311","IFN3",34,164,"A",NA,"34_164_A_1",382000,4750000,"natural",0,42,215,NA,1488.13408567435,NA,1488.13408567435,1360.81013120084,127.323954473516,NA,0,763.943726841098,318.309886183791,286.478897565412,70.7355302630646,14.1471060526129,14.1471060526129,0,20.3718327157626,14.8843853978515,17.2332633797946,36.8247311827957,34.7109896944444,NA,34.7109896944444,33.9969646944444,0.714025,NA,9.83691415533796,13.8602150537634,"80",66.0888165174618,37.6383332846673,819.064737052879,18.7029020349266,34.8100230260266
"312","IFN3",34,165,"A",NA,"34_165_A_1",388000,4750000,"natural",1,43,42,NA,1897.26839271592,1837.14319199231,60.1252007236049,1773.48121475556,123.787177960363,NA,0,1432.39448782706,222.816920328653,95.4929658551372,56.5884242104517,70.7355302630646,14.1471060526129,0,5.09295817894065,12.1753672358512,13.604395887562,31.8377717391304,27.5789149722222,24.5119198333333,3.06699513888889,24.6129017777778,2.96601319444444,NA,5.28920289314742,9.13432835820895,"85",43.441834572127,28.6902250353857,714.480322417076,25.1338486017671,46.7793632734819
"313","IFN3",34,166,"A",NA,"34_166_A_1",396000,4750000,"natural",0,43,NA,NA,127.323954473516,NA,127.323954473516,127.323954473516,NA,NA,0,127.323954473516,0,0,0,0,0,0,0,8,8,8,0.64,NA,0.64,0.64,NA,NA,6,6,"40",75,75,20.4491769910239,147.70448757546,274.909027697817
"314","IFN3",34,167,"A",NA,"34_167_A_1",398000,4750000,"natural",0,43,NA,NA,2419.15513499681,NA,2419.15513499681,2419.15513499681,NA,NA,0,1400.56349920868,763.943726841098,254.647908947033,0,0,0,0,0,12.7710526315789,13.2492551925719,20.9375,33.353125,NA,33.353125,33.353125,NA,NA,8.76315789473684,10.125,"65",68.6173500927262,48.3582089552239,873.146881265729,20.08043461517,37.3739000515184
"315","IFN3",34,168,"A",NA,"34_168_A_1",399000,4750000,"natural",1,42,NA,NA,576.35310058345,544.522111965071,31.8309886183791,576.35310058345,NA,NA,0,0,127.323954473516,63.6619772367581,84.8826363156775,56.5884242104517,113.176848420903,89.9755944946182,40.7436654315252,28.1977172312224,30.1363691607895,42.9350828729282,41.1112204444444,40.6723141944444,0.43890625,41.1112204444444,NA,NA,18.067501227295,22.4198895027624,"90",64.0743400578878,52.2181116294032,777.921649586874,18.5789948883921,34.5794058407415
"316","IFN3",34,17,"A",NA,"34_17_A_1",377000,4763000,"natural",1,43,71,NA,621.623839951812,352.828824952166,268.795014999645,487.226332451989,134.397507499823,NA,0,254.647908947033,127.323954473516,63.6619772367581,99.0297423682904,28.2942121052258,14.1471060526129,14.1471060526129,20.3718327157626,18.8368912152936,21.9345495518343,37.8787634408602,23.4895655,19.2952043888889,4.19436111111111,17.7175953611111,5.77197013888889,NA,6.01308602639964,12.8633540372671,"80",31.9218599166599,33.9592765675958,503.901375336802,31.1804189527605,58.0332987725562
"317","IFN3",34,170,"A",NA,"34_170_A_3C",399000,4749000,"natural",0,42,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,0,381.971863420549,0,0,0,0,0,0,0,9.03333333333333,9.18785430155848,42.4816582914573,2.5325,NA,2.5325,2.5325,NA,NA,6,19.286432160804,"85",66.4206642066421,45.3994333942523,76.6119099256018,26.5297049089827,49.3773445976882
"318","IFN3",34,170,"A",NA,"34_170_A_3E",399000,4749000,"natural",0,42,57,52,632.517111612324,NA,632.517111612324,98.4638581261859,123.787177960363,28.2942121052258,127.323954473516,254.647908947033,31.8309886183791,63.6619772367581,28.2942121052258,56.5884242104517,0,14.1471060526129,56.0225399683472,16.9350592708566,21.9255219084864,42.4816582914573,23.8815241388889,NA,23.8815241388889,16.3545262222222,3.82643680555556,1.59236111111111,10.0373518228584,19.286432160804,"85",59.2696586549986,45.3994333942523,512.393036288217,20.6163589214756,38.3713675786363
"320","IFN3",34,172,"A",NA,"34_172_A_1",376000,4748000,"natural",1,43,NA,NA,2383.78736986528,2001.81550644473,381.971863420549,2383.78736986528,NA,NA,0,1432.39448782706,795.774715459477,127.323954473516,28.2942121052258,0,0,0,0,12.2822700296736,12.8728927865636,21.9485714285714,31.0248506944444,29.0880006944444,1.93685,31.0248506944444,NA,NA,10.0593471810089,15,"85",81.9013680427627,68.3415777141369,821.493298149369,13.6544742802069,25.4138402272903
"321","IFN3",34,173,"A",NA,"34_173_A_1",377000,4748000,"natural",0,43,42,NA,236.964026381266,NA,236.964026381266,222.816920328653,14.1471060526129,NA,0,159.154943091895,63.6619772367581,0,0,14.1471060526129,0,0,0,11.6582089552239,12.7422818313149,15.7903225806452,3.02180694444444,NA,3.02180694444444,2.1161375,0.905669444444445,NA,6.61194029850746,8.48387096774194,"85",56.7148892587377,53.7282941777324,80.3360497671914,76.5710733705163,142.514825890532
"322","IFN3",34,174,"A",NA,"34_174_A_1",380000,4748000,"natural",0,43,NA,NA,240.076389712841,NA,240.076389712841,240.076389712841,NA,NA,0,127.323954473516,31.8309886183791,0,28.2942121052258,42.4413181578388,0,0,10.1859163578813,17.2658809664113,21.6094031672453,26.6,8.80490911111111,NA,8.80490911111111,8.80490911111111,NA,NA,6.73364761343547,7.56210790464241,"65",38.999733790213,28.4289770851218,190.001656369771,85.3458492281804,158.84652399188
"323","IFN3",34,175,"A",NA,"34_175_A_1",382000,4748000,"natural",0,43,NA,NA,14.1471060526129,NA,14.1471060526129,14.1471060526129,NA,NA,0,0,0,0,14.1471060526129,0,0,0,0,26.6,26.6,26.6,0.786177777777778,NA,0.786177777777778,0.786177777777778,NA,NA,5,5,"65",18.796992481203,18.796992481203,15.6281986199405,531.736155271655,989.672499712141
"324","IFN3",34,177,"A",NA,"34_177_A_4",396000,4748000,"natural",0,43,NA,NA,381.971863420549,NA,381.971863420549,381.971863420549,NA,NA,127.323954473516,254.647908947033,0,0,0,0,0,0,0,8.16666666666667,8.21695401796391,9.45,2.02555,NA,2.02555,2.02555,NA,NA,4.5,5,"70",55.1020408163265,52.9100529100529,64.0395961362546,102.332670794649,190.462561372791
"325","IFN3",34,178,"A",NA,"34_178_A_1",397000,4748000,"plantation",0,21,NA,NA,208.669814276041,NA,208.669814276041,208.669814276041,NA,NA,0,0,31.8309886183791,63.6619772367581,56.5884242104517,42.4413181578388,0,14.1471060526129,0,24.4161016949153,25.2039065777443,28.60625,10.4108270833333,NA,10.4108270833333,10.4108270833333,NA,NA,8.61864406779661,10.125,"65",35.2990177362813,35.3943631199476,211.408202071536,68.371507144639,127.25371354587
"326","IFN3",34,179,"A",NA,"34_179_A_1",399000,4748000,"natural",1,43,42,NA,1838.6993736581,1584.05146471107,254.647908947033,1806.86838503972,31.8309886183791,NA,0,1018.59163578813,636.619772367581,159.154943091895,14.1471060526129,0,0,0,10.1859163578813,12.4589289836116,13.36204562526,24.6339433293979,25.7837754444444,24.3856504444444,1.398125,24.8477191944444,0.93605625,NA,7.3618527352466,11.4899645808737,"70",59.0889694044354,46.6428148641621,672.733569382984,20.2967239949774,37.7764599471602
"327","IFN3",34,18,"A",NA,"34_18_A_1",378000,4763000,"plantation",1,21,NA,NA,778.090832893711,714.428855656952,63.6619772367581,778.090832893711,NA,NA,0,0,63.6619772367581,205.133037762887,282.942121052258,155.618166578742,56.5884242104517,14.1471060526129,0,24.7879545454545,25.3055875522312,33.2125,39.1338909722222,37.8972659722222,1.236625,39.1338909722222,NA,NA,13.5659090909091,15.6875,"60",54.7278278489369,47.2337222431314,793.412333834506,22.8523628845184,42.5330398845946
"329","IFN3",34,181,"A",NA,"34_181_A_1",399000,4747000,"natural",0,43,NA,NA,343.067321775863,NA,343.067321775863,343.067321775863,NA,NA,0,0,63.6619772367581,95.4929658551372,84.8826363156775,84.8826363156775,14.1471060526129,0,0,22.8030927835052,23.6381190051809,29.50625,15.0554958333333,NA,15.0554958333333,15.0554958333333,NA,NA,10.860824742268,12.5625,"75",47.6287354762874,42.5757254818894,313.569899207405,42.9768172034204,79.9888698364915
"331","IFN3",34,183,"A",NA,"34_183_A_4",376000,4746000,"natural",0,43,71,NA,1718.87338539247,NA,1718.87338539247,1050.42262440651,668.45076098596,NA,0,763.943726841098,795.774715459477,159.154943091895,0,0,0,0,0,12.9777777777778,13.4533246613781,19.7625,24.4339125,NA,24.4339125,19.67625625,4.75765625,NA,9.80555555555556,13.5,"80",75.5565068493151,68.3111954459203,635.801748566086,17.866697643414,33.2536712861382
"332","IFN3",34,184,"A",NA,"34_184_A_1",378000,4746000,"natural",0,43,NA,NA,859.436692696235,NA,859.436692696235,859.436692696235,NA,NA,0,636.619772367581,190.985931710274,31.8309886183791,0,0,0,0,0,10.4981481481481,10.8466798128719,15.9625,7.94140625,NA,7.94140625,7.94140625,NA,NA,6.88888888888889,9.5,"40",65.6200388075498,59.5144870790916,224.994330150801,35.9062002788242,66.8289689027338
"333","IFN3",34,185,"A",NA,"34_185_A_1",381000,4746000,"plantation",0,258,NA,NA,298.22099558908,NA,298.22099558908,298.22099558908,NA,NA,0,254.647908947033,0,0,0,14.1471060526129,14.1471060526129,5.09295817894065,10.1859163578813,13.9666034155598,17.36885066533,17.9649006622517,7.06594511111111,NA,7.06594511111111,7.06594511111111,NA,NA,10.0939278937381,11.6539735099338,"45",72.2718873974241,64.8707929369263,166.217630556125,49.6886120231929,92.4809275816447
"334","IFN3",34,187,"A",NA,"34_187_A_4C",383000,4746000,"plantation",0,258,NA,NA,63.6619772367581,NA,63.6619772367581,63.6619772367581,NA,NA,0,31.8309886183791,31.8309886183791,0,0,0,0,0,0,13.35,13.3770325558399,13.35,0.894725,NA,0.894725,0.894725,NA,NA,10.5,10.5,"25",78.6516853932584,78.6516853932584,23.3342508527812,119.363251172905,222.160043079459
"335","IFN3",34,188,"A",NA,"34_188_A_6C",384000,4746000,"plantation",0,258,NA,NA,541.126806512444,NA,541.126806512444,541.126806512444,NA,NA,0,509.295817894065,31.8309886183791,0,0,0,0,0,0,9.68235294117647,9.75418462235869,10.88,4.043625,NA,4.043625,4.043625,NA,NA,8.29411764705882,8.6,"65",85.6622114216282,79.0441176470588,119.469444385645,49.9864189043517,93.0352086430055
"336","IFN3",34,189,"A",NA,"34_189_A_1",390000,4745000,"plantation",0,25,NA,NA,1022.12841230128,NA,1022.12841230128,1022.12841230128,NA,NA,0,254.647908947033,445.633840657307,222.816920328653,70.7355302630646,28.2942121052258,0,0,0,16.1089965397924,16.7287167887416,24.2337837837838,22.4657333333333,NA,22.4657333333333,22.4657333333333,NA,NA,7.63737024221453,9.10810810810811,"70",47.4105896251745,37.5843417163888,536.375911890736,34.3414867255214,63.916708831121
"337","IFN3",34,19,"A",NA,"34_19_A_1",381000,4763000,"natural",0,42,71,NA,1239.00354808784,NA,1239.00354808784,938.377544469815,300.626003618025,NA,0,381.971863420549,477.464829275686,222.816920328653,127.323954473516,14.1471060526129,0,0,15.278874536822,16.675017127198,19.2239272039014,37.1748587570621,35.9622336111111,NA,35.9622336111111,30.9807148611111,4.98151875,NA,11.453585293446,12.7796610169492,"80",68.6870976268113,34.3771609206757,812.728384771833,22.2302522507994,41.3751615273186
"338","IFN3",34,190,"A",NA,"34_190_A_1",382000,4744000,"natural",0,44,NA,NA,2383.78736986528,NA,2383.78736986528,2383.78736986528,NA,NA,0,2069.01426019464,222.816920328653,63.6619772367581,14.1471060526129,0,14.1471060526129,0,0,10.400296735905,10.8828486463221,20.5885714285714,22.173925,NA,22.173925,22.173925,NA,NA,5.59643916913947,7.22857142857143,"60",53.8103797540586,35.1096308631696,627.401649581326,28.334383387781,52.7362297206617
"340","IFN3",34,191,"A",NA,"34_191_A_3E",386000,4744000,"natural",0,43,NA,NA,159.154943091895,NA,159.154943091895,159.154943091895,NA,NA,0,127.323954473516,31.8309886183791,0,0,0,0,0,0,10.11,10.6103958455846,10.11,1.40725625,NA,1.40725625,1.40725625,NA,NA,4.3,4.3,"65",42.5321463897132,42.5321463897132,40.2184764014609,184.340804539814,343.096896871083
"341","IFN3",34,192,"A",NA,"34_192_A_1",396000,4744000,"plantation",0,25,NA,NA,912.488340393533,NA,912.488340393533,912.488340393533,NA,NA,0,127.323954473516,63.6619772367581,268.795014999645,311.236333157484,99.0297423682904,42.4413181578388,0,0,21.9209302325581,22.8089665151311,31.5625,37.2845083333333,NA,37.2845083333333,37.2845083333333,NA,NA,11.7325581395349,12.875,"85",53.5221727137704,40.7920792079208,787.577154932517,25.7121918782947,47.8557814002133
"342","IFN3",34,193,"A",NA,"34_193_A_1",346000,4744000,"natural",1,43,42,71,1365.19573407715,1333.36474545877,31.8309886183791,990.297423682904,311.236333157484,63.6619772367581,0,127.323954473516,413.802852038928,668.45076098596,99.0297423682904,56.5884242104517,0,0,0,18.5358808290155,18.9458382308472,27.50625,38.4868576388889,37.6723513888889,0.81450625,28.3357909722222,8.67000416666666,1.4810625,10.7603626943005,12.5625,"90",58.0515314786474,45.6714383094751,874.804276356763,21.5440061295692,40.097913577405
"343","IFN3",34,194,"A",NA,"34_194_A_1",347000,4744000,"natural",0,42,43,71,580.597232399234,NA,580.597232399234,138.924581436659,66.774340568333,374.898310394242,0,254.647908947033,31.8309886183791,95.4929658551372,56.5884242104517,0,28.2942121052258,42.4413181578388,71.3014145051691,21.924719785575,25.8657520953309,45.8430348258706,30.5080931944444,NA,30.5080931944444,15.1606829444444,8.34331511111111,7.00409513888889,13.5974658869396,17.7910447761194,"90",62.0188810617583,38.8086103891171,613.204100474926,23.3271169474783,43.4166567603325
"345","IFN3",34,196,"A",NA,"34_196_A_3C",346000,4742000,"natural",0,43,NA,NA,1266.16599170886,NA,1266.16599170886,1266.16599170886,NA,NA,0,509.295817894065,413.802852038928,300.626003618025,28.2942121052258,14.1471060526129,0,0,0,14.0646648044693,14.8198316190798,24.38125,21.8407256944444,NA,21.8407256944444,21.8407256944444,NA,NA,6.47067039106145,10.25,"80",46.0065737862824,42.040502435273,547.016438727487,27.4176868820992,51.0300652756429
"346","IFN3",34,196,"A",NA,"34_196_A_3E",346000,4742000,"plantation",0,21,NA,NA,1934.61675269482,NA,1934.61675269482,1934.61675269482,NA,NA,0,254.647908947033,891.267681314614,732.112738222719,56.5884242104517,0,0,0,0,16.1042047531993,16.6192117523286,24.38125,41.9667819444444,NA,41.9667819444444,41.9667819444444,NA,NA,9.61791590493602,10.25,"80",59.7230105573845,42.040502435273,1004.57173982415,22.1808743940303,41.2832589804359
